pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
NTDTV_NTDNEWS19_CMN_20060217_185800_505_749.qrtr-4-4,NTDTV_NTDNEWS19_CMN_20060217_185800_505_749.qrtr,4,real,"Its other three sides border on India , with a 1,477-kilometer border .","On its other three sides , it borders on India , with which it shares a border totaling 1,477 kilometers in length .","it other three side border on india , with a 1,477-kilometer border .","on it other three side , it border on india , with which it share a border total 1,477 kilometer in length .",0.42105263157894735,10,12-22 4-7 5-8 6-9 7-10 8-11 0-1 1-2 2-3 3-4 10-18 10-19 11-16 9-15 ,{},{},{},{},{},{},{}
AFP_CMN_20060211.0011-5-3,AFP_CMN_20060211.0011,5,real,This is the first time for the Olympic delegations of both North and South Korea to march together into the Winter Olympic Games stadium while holding hands .,This was the first joint march by North and South Korean Olympic delegations in a Winter Olympics .,this be the first time for the olympic delegation of both north and south korea to march together into the winter olympic game stadium while hold hand .,this be the first joint march by north and south korean olympic delegation in a winter olympics .,0.6129032258064516,10,27-17 0-0 1-1 2-2 3-3 11-7 12-8 13-9 7-11 8-12 20-15 14-10 21-16 16-5 17-4 ,{},{},{},{},{},{},{}
AFC20050120.0008-9-2,AFC20050120.0008,9,real,"Officials of the UN Educational , Scientific and Cultural Organization ( UNESCO ) say more important discussions will be held on the disaster warning system .",An official at UNESCO said more key discussions were needed regarding the disaster warning system .,"official of the un educational , scientific and cultural organization ( unesco ) say more important discussion will be hold on the disaster warn system .",an official at unesco say more key discussion be need regard the disaster warn system .,0.6333333333333333,10,25-15 21-11 22-12 23-13 24-14 13-4 14-5 0-1 16-7 15-6 11-3 ,{},{},{},{},{},{},{}
AFC20050120.0008-9-1,AFC20050120.0008,9,real,"Officials of the UN Educational , Scientific and Cultural Organization ( UNESCO ) say more important discussions will be held on the disaster warning system .",UNESCO officials stated that more important talks are still required for this disaster alert system .,"official of the un educational , scientific and cultural organization ( unesco ) say more important discussion will be hold on the disaster warn system .",unesco official state that more important talk be still require for this disaster alert system .,0.7575757575757576,10,25-15 14-4 15-5 24-14 22-12 13-2 23-13 16-6 19-9 11-0 0-1 ,{},{},{},{},{},{},{}
VOM19981009_1000_1767-4-20,VOM19981009_1000_1767,4,real,Sharon strongly advocates the construction of Jewish settlement in the West Bank of Jordan River . He is also against a compromise on the issue of troop withdrawal .,Sharon insisted on building Jewish settlement on the West Bank and objected to any compromise on withdrawing troops .,sharon strongly advocate the construction of jewish settlement in the west bank of jordan river . he be also against a compromise on the issue of troop withdrawal .,sharon insist on build jewish settlement on the west bank and object to any compromise on withdraw troop .,0.6774193548387097,10,28-18 9-7 10-8 11-9 6-4 7-5 22-6 21-14 4-3 26-17 27-16 0-0 19-15 ,{},{},{},{},{},{},{}
VOM19981208_0900_2227-14-28,VOM19981208_0900_2227,14,real,"Therefore , they are able to take full advantage of their right or power to offer preferential conditions on contracts , loans , and taxes to these enterprises .","So they can exercise their power to offer preferences in contracts , loans and taxation to these enterprises .","therefore , they be able to take full advantage of their right or power to offer preferential condition on contract , loan , and tax to these enterprise .","so they can exercise their power to offer preference in contract , loan and taxation to these enterprise .",0.6129032258064516,10,28-18 25-15 26-16 27-17 13-5 14-6 15-7 19-10 20-11 21-12 24-14 16-8 23-13 ,{},{},{},{},{},{},{}
VOM19981204_0900_3361-2-28,VOM19981204_0900_3361,2,real,Representatives of both parties will hold a two-day meeting and then continue their negotiation in Washington .,"The delegates of the two parties will have a talk for two days in New York , and then they will continue the talk in Washington .",representative of both party will hold a two-day meeting and then continue their negotiation in washington .,"the delegate of the two party will have a talk for two day in new york , and then they will continue the talk in washington .",0.6428571428571428,10,16-26 14-24 15-25 3-5 4-6 9-17 10-18 7-11 7-12 11-21 13-23 0-1 1-2 2-3 ,{},{},{},{},{},{},{}
XIN20020411.0233-3-1,XIN20020411.0233,3,real,"He was taken immediately to a hospital for emergency treatment , but so far he is still in a critical condition .",He was rushed to hospital immediately and now remains in danger .,"he be take immediately to a hospital for emergency treatment , but so far he be still in a critical condition .",he be rush to hospital immediately and now remain in danger .,0.7083333333333333,10,21-11 0-0 1-1 3-5 6-4 4-3 ,{},{},{},{},{},{},{}
VOM19981122_0900_1102-12-24,VOM19981122_0900_1102,12,real,"Associated Press , Reuters , Ltd and Agency Francaise de Press reported this latest development issued by Chinese Human Right and Democratic Movement Information Center respectively .","Associated Press , Reuters and French News Agence reported the information recently released by the center .","associated press , reuters , ltd and agency francaise de press report this late development issue by chinese human right and democratic movement information center respectively .","associated press , reuters and french news agence report the information recently release by the center .",0.6666666666666667,10,26-16 0-0 1-1 2-2 3-3 8-5 10-6 7-7 11-8 23-10 24-15 15-12 6-4 16-13 ,{},{},{},{},{},{},{}
VOM19981003_0800_2179-17-31,VOM19981003_0800_2179,17,real,"President Clinton himself has contributed much to the development of Sino-American relations , which we will never forget .",President Clinton himself has made important and valuable contributions in promoting the relationship between China and the United States of America . We will not forget his contributions .,"president clinton himself have contribute much to the development of sino-american relation , which we will never forget .",president clinton himself have make important and valuable contribution in promote the relationship between china and the united state of america . we will not forget his contribution .,0.7058823529411764,10,18-28 0-0 1-1 2-2 3-3 14-22 15-23 17-25 4-4 11-12 ,{},{},{},{},{},{},{}
VOM19981228_0700_0437-4-21,VOM19981228_0700_0437,4,real,"The chairman of Organization for Security and Co-operation in Europe , Geremek ( Polish ) , condemned both sides to the fighting for causing the violent conflict .","Polishman Gelmake , Chairman of European Security and Cooperation Organization criticized both sides on the violent conflict .","the chairman of organization for security and co-operation in europe , geremek ( polish ) , condemn both side to the fight for cause the violent conflict .","polishman gelmake , chairman of european security and cooperation organization criticize both side on the violent conflict .",0.6,10,27-17 24-14 25-15 26-16 1-3 2-4 5-6 6-7 17-11 18-12 7-8 3-9 9-5 ,{},{},{},{},{},{},{}
VOM19981122_0900_1102-12-11,VOM19981122_0900_1102,12,real,"AP , Reuters , and AFP have respectively reported on the news most recently released by Information Center of Human Rights & Democratic Movement in China .","Associated Press , Reuters and French News Agence reported the information recently released by the center .","ap , reuters , and afp have respectively report on the news most recently release by information center of human right & democratic movement in china .","associated press , reuters and french news agence report the information recently release by the center .",0.6,10,26-16 13-11 14-12 15-13 1-2 2-3 17-15 11-10 10-9 8-8 5-5 16-6 4-4 ,{},{},{},{},{},{},{}
VOM19981009_1000_1767-4-35,VOM19981009_1000_1767,4,real,"Sharon firmly advocates the building of Jewish settlements on the West Bank of the Jordan River , and opposes making any concessions on the issue of military withdrawal .",Sharon insisted on building Jewish settlement on the West Bank and objected to any compromise on withdrawing troops .,"sharon firmly advocate the building of jewish settlement on the west bank of the jordan river , and oppose make any concession on the issue of military withdrawal .",sharon insist on build jewish settlement on the west bank and object to any compromise on withdraw troop .,0.6666666666666667,10,28-18 6-4 7-5 8-6 9-7 10-8 11-9 21-14 20-13 4-3 27-16 26-17 0-0 18-11 17-10 22-15 ,{},{},{},{},{},{},{}
NTDTV_NTDNEWS12_CMN_20060208_115801_352_611.qrtr-9-0,NTDTV_NTDNEWS12_CMN_20060208_115801_352_611.qrtr,9,real,Some organizations of other European countries and the United States in Muslim countries are cooperating closely .,"We are working in close cooperation with friends and allies in Europe and the United States , as well countries and organizations in the Muslim world .",some organization of other european country and the united state in muslim country be cooperate closely .,"we be work in close cooperation with friend and ally in europe and the united state , as well country and organization in the muslim world .",0.6428571428571428,10,16-26 6-12 7-13 8-14 9-15 5-19 1-21 15-4 14-5 11-24 4-11 ,{},{},{},{},{},{},{}
VOM19981003_0800_2179-15-10,VOM19981003_0800_2179,15,real,I think this issue of whether it will affect the relations is entirely an internal affair of the United States .,I think this issue is completely America 's internal affair .,i think this issue of whether it will affect the relation be entirely an internal affair of the united state .,i think this issue be completely america 's internal affair .,0.6363636363636364,10,20-10 0-0 1-1 2-2 3-3 14-8 15-9 12-5 11-4 ,{},{},{},{},{},{},{}
VOM19981122_0900_1102-12-30,VOM19981122_0900_1102,12,real,"Associated Press , Reuters and French News Agence reported the information recently released by the center .","AP , Reuters , and France News Agency have all separately reported the most recent developments released by the Chinese Human Rights Democracy Movement Information Center .","associated press , reuters and french news agence report the information recently release by the center .","ap , reuters , and france news agency have all separately report the most recent development release by the chinese human right democracy movement information center .",0.6333333333333333,10,16-26 12-16 13-17 14-18 2-1 3-2 8-11 9-12 15-25 6-6 7-7 5-5 11-14 10-24 4-4 ,{},{},{},{},{},{},{}
AFP_ARB_20060214.0012-7-0,AFP_ARB_20060214.0012,7,real,The final contract is expected to be signed next March 2nd .,It is expected that the signing of the contract concluding the deal will be done on the second of next March .,the final contract be expect to be sign next march 2nd .,it be expect that the signing of the contract conclude the deal will be do on the second of next march .,0.6666666666666667,10,11-21 3-1 4-2 8-19 9-20 2-8 0-7 10-17 1-9 7-5 ,{},{},{},{},{},{},{}
VOM19981113_0900_0335-3-21,VOM19981113_0900_0335,3,real,"However , `` Tibet Information Network '' said that it is not known at this moment whether Agya Rinpoche will apply for asylum in the States .","However , Tibet Information Network was not sure whether Agya Rinpoche planned to shelter in America .","however , `` tibet information network '' say that it be not know at this moment whether agya rinpoche will apply for asylum in the state .","however , tibet information network be not sure whether agya rinpoche plan to shelter in america .",0.625,10,26-16 3-2 4-3 5-4 16-8 17-9 18-10 0-0 1-1 10-5 11-6 22-13 23-14 ,{},{},{},{},{},{},{}
CCTV4_NEWS3_CMN_20060216_075800_208_476.qrtr-21-5,CCTV4_NEWS3_CMN_20060216_075800_208_476.qrtr,21,real,The Ministry of Foreign Affairs is coordinating with related departments to expedite repatriation of the victims ' bodies .,The Ministry of Foreign affairs is coordinating with the concerned departments to arrange for the bodies of the deceased to be returned to China as quickly as possible .,the ministry of foreign affair be coordinate with related department to expedite repatriation of the victim ' body .,the ministry of foreign affair be coordinate with the concerned department to arrange for the body of the decease to be return to china as quickly a possible .,0.5555555555555556,10,18-28 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-10 10-11 13-16 14-17 17-15 8-9 12-21 ,{},{},{},{},{},{},{}
VOM19981111_0700_1476-4-20,VOM19981111_0700_1476,4,real,Please listen to the details of the story . Ma Kaiyue is making news this hour .,Now the details from Ma Kaiyue .,please listen to the detail of the story . ma kaiyue be make news this hour .,now the detail from ma kaiyue .,0.7058823529411764,10,16-6 3-1 4-2 9-4 10-5 ,{},{},{},{},{},{},{}
VOM19981230_0700_0515-2-38,VOM19981230_0700_0515,2,real,Senate Majority Leader Lott has indicated that the Senate can reach a just decision based on existing evidence .,"The leader of the House of Representatives Rote expressed that , the House of Representatives will be able to conduct a fair trail based on the current evidence .",senate majority leader lott have indicate that the senate can reach a just decision base on exist evidence .,"the leader of the house of representative rote express that , the house of representative will be able to conduct a fair trail base on the current evidence .",0.75,10,18-28 14-23 15-24 17-27 16-26 2-1 5-8 11-20 6-9 ,{},{},{},{},{},{},{}
XIN20020408.0093-7-1,XIN20020408.0093,7,real,"During the unrest that lasted more than three months , a total of more than 60 people died and over 2,000 were wounded .",More than 60 people were killed and 2000 wounded in the 3-month-long tumult .,"during the unrest that last more than three month , a total of more than 60 people die and over 2,000 be wound .",more than 60 people be kill and 2000 wound in the 3-month-long tumult .,0.6666666666666667,10,23-13 13-0 14-1 15-2 16-3 17-5 22-8 20-7 8-11 18-6 ,{},{},{},{},{},{},{}
XIN_CMN_20060212.0074-3-3,XIN_CMN_20060212.0074,3,real,Wolfowitz held talks in Moscow on that day with finance ministers from countries who came to attend the Finance Ministers Meeting of the Group of Eight Nations .,Wolfowitz was in Moscow holding talks with finance ministers participating in the Meeting of G8 Finance Ministers .,wolfowitz hold talk in moscow on that day with finance minister from country who come to attend the finance minister meeting of the group of eight nation .,wolfowitz be in moscow hold talk with finance minister participate in the meeting of g8 finance minister .,0.5555555555555556,10,27-17 8-6 9-7 10-8 3-2 4-3 1-4 2-5 20-12 21-13 18-15 19-16 16-9 0-0 25-14 17-11 ,{},{},{},{},{},{},{}
ZBN19981111_0041-6-22,ZBN19981111_0041,6,real,Most people guess the Board will favor another cut to stabilize the economy .,"As generally conjectured , the Bureau will decide to reduce the interest rate once again , in order to retain the steady economy .",most people guess the board will favor another cut to stabilize the economy .,"a generally conjecture , the bureau will decide to reduce the interest rate once again , in order to retain the steady economy .",0.8214285714285714,10,13-23 12-22 4-5 3-4 10-21 8-9 11-20 5-6 ,{},{},{},{},{},{},{}
XIN20030203.0109-7-4,XIN20030203.0109,7,real,"Garneau also disclosed that among the scientific experiments carried on board the Columbia in its last mission , there were two items sponsored by Canada .",Garneau also revealed that Canada co-sponsored two of the scientific experiments on board of Columbia .,"garneau also disclose that among the scientific experiment carry on board the columbia in it last mission , there be two item sponsor by canada .",garneau also reveal that canada co-sponsored two of the scientific experiment on board of columbia .,0.5714285714285714,10,25-15 5-8 6-9 7-10 0-0 1-1 9-11 10-12 2-2 22-5 12-14 20-6 24-4 3-3 ,{},{},{},{},{},{},{}
XIN_CMN_20060216.0088-6-5,XIN_CMN_20060216.0088,6,real,"In talks with newly appointed cadres , it is necessary to provide clear requirements for uprightness and self-discipline .","As to carrying out discussions on appointed positions with newly elevated cadres , the ministry must put forward clear demands as to aspects of integrity and self discipline .","in talk with newly appoint cadre , it be necessary to provide clear requirement for uprightness and self-discipline .","a to carry out discussion on appoint position with newly elevate cadre , the ministry must put forward clear demand a to aspect of integrity and self discipline .",0.7567567567567568,10,18-28 2-8 3-9 5-11 6-12 17-26 17-27 13-19 12-18 4-6 11-17 1-4 16-25 ,{},{},{},{},{},{},{}
XIN20050105.0009-12-0,XIN20050105.0009,12,real,"By providing free vocational skill training to the rural laborers , the city has removed 1,017 laborers out of the farmland for new jobs during the year .","With free vocational skill training for the rural workforce , 1,017 people made career changes last year .","by provide free vocational skill train to the rural laborer , the city have remove 1,017 laborer out of the farmland for new job during the year .","with free vocational skill train for the rural workforce , 1,017 people make career change last year .",0.6451612903225806,10,27-17 2-1 3-2 4-3 5-4 7-6 8-7 26-16 1-12 15-10 ,{},{},{},{},{},{},{}
XIN20030126_ARB_0092-4-5,XIN20030126_ARB_0092,4,real,"They contacted Hashiba 's wife to demand a ransom , according to regional Police Chief , Alberto Olario .","The kidnappers who took the Japanese business man , aged 48 , hostage contacted his wife to demand the ransom , according to regional police commander Albert Aulario .","they contact hashiba 's wife to demand a ransom , accord to regional police chief , alberto olario .","the kidnapper who take the japanese business man , age 48 , hostage contact his wife to demand the ransom , accord to regional police commander albert aulario .",0.6774193548387097,10,18-28 8-19 9-20 10-21 11-22 12-23 13-24 4-15 5-16 6-17 14-25 1-13 16-26 ,{},{},{},{},{},{},{}
VOM19981219_0700_1548-5-35,VOM19981219_0700_1548,5,real,"If the economy had not picked up sharply in the latter half of the year , the red ink this year might be much worse .",The figure will be much lower without a strong economic growth in the first half-year .,"if the economy have not pick up sharply in the latter half of the year , the red ink this year might be much bad .",the figure will be much low without a strong economic growth in the first half-year .,0.84375,10,25-15 22-3 23-4 8-11 9-12 11-14 2-9 ,{},{},{},{},{},{},{}
VOM19981125_0900_0288-5-39,VOM19981125_0900_0288,5,real,The newly subscribed Land-for-Peace Agreement paved the way for the Gaza International Airport .,The agreement of offering land for peace signed recently by Israel and Palestine cleared the path for the use of Gaza International Airport .,the newly subscribe land-for-peace agreement pave the way for the gaza international airport .,the agreement of offer land for peace sign recently by israel and palestine clear the path for the use of gaza international airport .,0.72,10,13-23 10-20 11-21 12-22 8-16 9-17 3-4 3-5 3-6 7-15 6-14 1-8 2-7 4-1 5-13 ,{},{},{},{},{},{},{}
VOM19981003_0800_2179-17-5,VOM19981003_0800_2179,17,real,President Clinton has made valuable contributions to the development of Sino-American relations and we will never forget that .,President Clinton himself has made important and valuable contributions in promoting the relationship between China and the United States of America . We will not forget his contributions .,president clinton have make valuable contribution to the development of sino-american relation and we will never forget that .,president clinton himself have make important and valuable contribution in promote the relationship between china and the united state of america . we will not forget his contribution .,0.5806451612903225,10,18-28 0-0 1-1 2-3 3-4 4-7 5-8 13-22 14-23 16-25 11-12 ,{},{},{},{},{},{},{}
XIN20050119.0199-7-5,XIN20050119.0199,7,real,"Li Tieying first extended regards from Wu Bangguo , the Chairman of the Standing Committee of the National People 's Congress , to Vice-Chairman-cum-Senate President Scioli .",Li Tieying first conveyed Chairman Wu Bangguo 's regards to Vice President and Senate Speaker Scioli .,"li tieying first extend regard from wu bangguo , the chairman of the stand committee of the national people 's congress , to vice-chairman-cum-senate president scioli .",li tieying first convey chairman wu bangguo 's regard to vice president and senate speaker scioli .,0.5714285714285714,10,26-16 0-0 1-1 2-2 6-5 7-6 25-15 24-14 4-8 10-4 20-13 23-10 22-9 ,{},{},{},{},{},{},{}
XIN_CMN_20060213.0113-18-0,XIN_CMN_20060213.0113,18,real,"Currently , some 200,000 Chinese nationals live in towns and rural areas across South Africa .","There are about 200,000 Chinese who live in South Africa at present , and are scattered everywhere in the towns and villages of South Africa .","currently , some 200,000 chinese national live in town and rural area across south africa .","there be about 200,000 chinese who live in south africa at present , and be scatter everywhere in the town and village of south africa .",0.6296296296296297,10,15-25 13-23 14-24 3-3 4-4 6-6 7-7 8-19 9-20 10-21 0-11 12-16 1-12 ,{},{},{},{},{},{},{}
XIN20030126_ARB_0092-4-5,XIN20030126_ARB_0092,4,real,"They contacted Hashiba 's wife to demand a ransom , according to regional Police Chief , Alberto Olario .","The kidnappers who took the Japanese business man , aged 48 , hostage contacted his wife to demand the ransom , according to regional police commander Albert Aulario .","they contact hashiba 's wife to demand a ransom , accord to regional police chief , alberto olario .","the kidnapper who take the japanese business man , age 48 , hostage contact his wife to demand the ransom , accord to regional police commander albert aulario .",0.6774193548387097,10,18-28 8-19 9-20 10-21 11-22 12-23 13-24 4-15 5-16 6-17 14-25 1-13 16-26 ,{},{},{},{},{},{},{}
artb_036-6-5,artb_036,6,real,"On the other hand , Hammad explained that taxes on entrance tickets to gambling casinos have not been reduced .",Hammad said gambling casino tickets would not be discounted .,"on the other hand , hammad explain that tax on entrance ticket to gamble casino have not be reduce .",hammad say gambling casino ticket would not be discount .,0.7391304347826086,10,19-9 16-6 17-7 6-1 5-0 18-8 11-4 13-2 14-3 ,{},{},{},{},{},{},{}
XIN20020408.0093-7-2,XIN20020408.0093,7,real,"During the unrest that lasted more than three months , a total of more than 60 people died and over 2,000 were wounded .","The turbulence lasted for 3 months , killing 60 and injuring 2000 people .","during the unrest that last more than three month , a total of more than 60 people die and over 2,000 be wound .","the turbulence last for 3 month , kill 60 and injure 2000 people .",0.7142857142857143,10,23-13 8-5 9-6 17-7 22-10 2-1 1-0 4-2 7-4 15-8 20-11 16-12 18-9 ,{},{},{},{},{},{},{}
VOM19981204_0900_3361-5-29,VOM19981204_0900_3361,5,real,"North Korea requested U.S.to provide 300 million US dollars and as an exchange condition , North Korea would allow the inspection personnel to access all the relative places .","North Korea requested that the US provide 300,000,000 US dollars as an exchange for allowing the inspectors access .","north korea request u.s.to provide 300 million u dollar and a an exchange condition , north korea would allow the inspection personnel to access all the relative place .","north korea request that the u provide 300,000,000 u dollar a an exchange for allow the inspector access .",0.5666666666666667,10,28-18 0-0 1-1 2-2 10-10 11-11 12-12 7-8 8-9 18-14 19-15 4-6 20-16 23-17 ,{},{},{},{},{},{},{}
chtb_023-7-29,chtb_023,7,real,Eleven village and township enterprises in this province has been listed into the `` The village and township enterprises with best economic effect and profit '' in China .,11 Fujian township enterprises have been listed among the national best economic efficiency of township businesses in China .,eleven village and township enterprise in this province have be list into the `` the village and township enterprise with best economic effect and profit '' in china .,11 fujian township enterprise have be list among the national best economic efficiency of township business in china .,0.6206896551724138,10,28-18 8-4 9-5 10-6 26-16 27-17 3-2 4-3 20-10 21-11 17-14 0-0 18-15 ,{},{},{},{},{},{},{}
VOM19981114_0700_1057-15-12,VOM19981114_0700_1057,15,real,"As of now , the Chinese side has not made any public response to the remark made by the official from the U.S. delegation .",China has to-date not publicly responded to the words of the U.S. delegation officials .,"a of now , the chinese side have not make any public response to the remark make by the official from the u.s. delegation .",china have to-date not publicly respond to the word of the u.s. delegation official .,0.6538461538461539,10,24-14 21-10 22-11 23-12 13-6 14-7 15-8 12-5 19-13 11-4 5-0 ,{},{},{},{},{},{},{}
VOM19981114_0700_1057-15-14,VOM19981114_0700_1057,15,real,"As of now , the Chinese side has not made any public response to the remark made by the official from the U.S. delegation .","So far , China had not made any public response to the American delegation .","a of now , the chinese side have not make any public response to the remark make by the official from the u.s. delegation .","so far , china have not make any public response to the american delegation .",0.56,10,24-14 7-4 8-5 9-6 10-7 11-8 12-9 13-10 14-11 23-13 22-12 5-3 ,{},{},{},{},{},{},{}
VOM19981007_1000_3345-4-4,VOM19981007_1000_3345,4,real,"In the Siberian city of Krasnojarsk , Lebed , who was likely to be elected President , delivered a speech to the mass rally .","Presidential hopeful Lebed spoke to crowds gathered in Krasnoyarsk , a city in Siberia .","in the siberian city of krasnojarsk , lebed , who be likely to be elect president , deliver a speech to the mass rally .","presidential hopeful lebed speak to crowd gather in krasnoyarsk , a city in siberia .",0.7407407407407407,10,24-14 19-3 22-5 2-13 3-11 7-2 23-6 15-0 20-4 ,{},{},{},{},{},{},{}
VOM19981208_0900_2227-15-44,VOM19981208_0900_2227,15,real,"This phenomenon has destroyed equal market competitions , thus obstructing China from plan economy to free market economy .","This situation damages the fair competition in the market , and further becomes an obstacle for changing China 's economy from a planned economy to a free market .","this phenomenon have destroy equal market competition , thus obstruct china from plan economy to free market economy .","this situation damage the fair competition in the market , and far become an obstacle for change china 's economy from a planned economy to a free market .",0.6875,10,18-28 13-23 14-24 15-26 16-27 6-5 4-4 12-22 3-2 5-8 10-17 17-19 11-20 ,{},{},{},{},{},{},{}
