HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.source,Input.target,Input.docID,Input.type,Input.sureAlignments,Input.possAlignments,Input.sourceHighlights,Input.targetHighlights,Input.answerSureAlignments1,Input.answerPossAlignments1,Input.answerSourceHighlights1,Input.answerTargetHighlights1,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights,Approve,Reject
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 15-14 17-15 18-16 19-17 20-18 21-20 22-23 23-24 24-25 25-26 26-27 27-28 29-29 30-30 ,{},,,,,,{},,,,30-30 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 22-23 23-24 24-25 25-26 26-27 27-28 17-15 18-16 19-17 20-18 29-29 21-20 0-0 1-1 15-14 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,4-18 6-0 7-1 8-2 9-3 10-4 11-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 19-13 20-14 22-16 ,{},,,,,,{},,,,22-19 6-0 7-1 8-2 9-3 10-4 11-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 19-13 20-14 21-15 4-18 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 0-2 0-3 0-4 1-0 1-2 1-3 1-4 4-1 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 18-21 19-22 22-23 23-25 ,5-8 20-24 ,,,,,,{},,,,23-25 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 18-21 19-22 22-23 20-24 4-1 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-12 1-12 2-13 3-14 4-15 5-16 7-3 8-4 9-5 10-6 11-10 12-18 13-19 14-20 16-1 17-21 ,11-17 15-0 ,,,,,,{},,,,17-21 2-13 3-14 4-15 5-16 7-3 8-4 9-5 10-6 11-17 12-18 13-19 14-20 16-1 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 8-3 9-4 10-5 11-6 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 ,{},,,,,,{},,,,20-16 12-8 13-9 14-10 15-11 8-3 9-4 10-5 0-0 1-1 19-15 16-12 2-7 11-14 7-13 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 5-8 12-10 13-11 ,9-2 9-3 9-4 9-6 10-2 10-3 10-4 10-6 11-8 11-9 ,,,,,,{},,,,13-11 0-0 1-1 12-10 5-8 10-6 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 2-2 3-3 4-4 7-9 8-10 9-11 11-13 12-14 13-15 23-17 ,6-8 10-12 14-16 ,,,,,,{},,,,23-18 2-2 3-3 4-4 7-10 8-11 9-12 11-14 12-15 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-21 27-21 28-22 29-23 30-24 ,{},,,,,,{},,,,30-24 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 28-22 29-23 21-21 22-21 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 4-5 5-6 6-7 7-8 10-10 12-11 13-12 14-19 ,11-13 11-14 11-15 11-16 11-17 11-18 ,,,,,,{},,,,14-19 4-5 5-6 6-7 7-8 8-9 12-11 13-12 0-0 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 2-2 3-3 4-4 4-5 4-6 4-7 5-4 5-5 5-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 16-18 17-19 18-20 ,15-17 ,,,,,,{},,,,18-20 6-8 7-9 8-10 9-11 10-12 0-0 1-1 2-2 3-3 12-14 13-15 14-16 16-18 17-19 15-17 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,3-3 6-5 7-6 10-13 16-14 17-15 18-19 19-20 21-21 22-22 23-23 24-24 25-25 27-27 28-30 ,4-10 26-26 ,,,,,,{},,,,28-30 21-21 22-22 23-23 24-24 25-25 6-5 7-6 10-13 4-10 4-11 18-19 27-27 16-0 17-15 5-12 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,2-2 2-3 2-4 2-5 3-6 4-0 5-1 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 21-20 22-21 23-22 24-23 25-24 26-25 ,4-7 5-7 6-23 6-24 19-0 20-1 ,,,,,,{},,,,26-25 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 21-20 22-21 23-22 24-23 25-24 4-0 5-1 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 6-2 7-3 8-4 9-6 10-9 11-10 12-11 13-12 14-14 19-23 ,{},,,,,,{},,,,19-23 0-0 1-1 7-3 8-4 12-11 13-12 6-2 9-6 11-10 14-14 4-5 10-9 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-12 10-13 11-14 12-15 13-16 14-28 15-29 16-30 17-31 20-18 21-22 22-23 23-24 24-25 25-26 26-27 27-32 ,{},,,,,,{},,,,27-32 3-3 4-4 5-5 6-6 7-7 8-8 21-22 22-23 23-24 24-25 25-26 26-27 9-12 10-13 11-14 12-15 13-16 14-28 15-29 16-30 0-0 1-1 19-17 20-18 17-31 2-2 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 2-3 3-4 4-5 5-6 6-7 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 22-24 23-25 24-26 25-27 ,1-1 1-2 7-8 7-9 7-10 8-8 8-9 8-10 ,,,,,,{},,,,25-27 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 22-24 23-25 24-26 2-3 3-4 4-5 5-6 6-7 0-0 1-2 9-11 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,1-8 2-9 3-10 4-11 5-12 6-13 7-14 8-0 9-1 10-2 11-15 12-16 13-17 15-19 16-20 20-21 ,0-4 0-5 0-6 0-7 14-18 ,,,,,,{},,,,20-21 1-8 2-9 3-10 4-11 5-12 6-13 7-14 8-0 9-1 10-2 11-3 12-16 13-17 15-19 16-20 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-0 1-1 2-2 4-4 6-5 7-6 8-7 9-10 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 ,3-3 ,,,,,,{},,,,25-23 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 0-0 1-1 2-2 6-5 7-6 8-7 4-4 11-9 ,,
,,,,,,,,,,,,,,,automated aligner,,,,,,,,,,,,,,,,,,,,0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 11-12 ,{},,,,,,{},,,,11-16 0-1 1-2 2-3 3-4 4-5 5-6 7-8 8-9 9-10 10-11 ,,
