news-C:2705	the company emphasized that McDonald 's USA does not import any raw beef or hamburger patties from Canada for McDonald 's use in the United States .	McDonald 's said in a statement that it does not import any raw beef or hamburger patties from Canada for use in the United States .
news-C:1259	a couple have been arrested for starving their four sons while letting their daughters feast in front of them .	a couple starved their four adopted sons for years while allowing their daughters to feast on takeaways , police and neighbours said today .
news-C:104	'' it 's probably not the easiest time to take over the shuttle program '' , he added '' , but I look forward to the challenge .	'' it is probably not the easiest time to come in and take over the shuttle program , but then again , I look forward to the challenge '' , he said .
news-C:2190	Sharon says he is willing to free the two as holding them will not bring back Arad , who Israel believes is held by Iran .	Sharon has said he is willing to free Dirani and Obeid because holding them will not bring back Arad , who Israel believes is held by Iran .
news-C:1	they had published an advertisement on the Internet on June 10 , offering the cargo for sale , he added .	on June 10 , the ship 's owners had published an advertisement on the Internet , offering the explosives for sale .
news-C:556	the first products are likely to be dongles costing between US$ 100 and US$ 150 that will establish connections between consumer electronics devices and PCs .	the first products will likely be dongles costing $ 100 to $ 150 that will establish connections between consumer electronics devices and PCs .
news-C:1036	it was to fly a plane in the White House '' .	'' it was to fly a plane into the White House '' , Mr. Karas said .
news-C:2058	police searched Tanzi 's home near Parma on Wednesday , and prosecutors had sought to interrogate him that day only to find he had left Italy for an undisclosed foreign country .	magistrates searched Tanzi 's home near Parma on Wednesday and tried to question him the same day , only to find he had left Italy for an undisclosed foreign country .
news-C:1468	the measures could be taken up by the full Senate as early as Friday .	Ratliff said he hopes to bring the two measures to the full Senate by Friday .
news-C:95	but he added that the New York-based actor and producer is '' a private person and does n't care to have his treatment out for public consumption '' .	but he added that De Niro is '' a private person and does n't care to have his treatment out for public consumption '' .
news-C:659	U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America .	U.S. stocks rose slightly on feather-light volume on Friday , as Wall Street regrouped after the biggest-ever power outage in North America .
news-C:772	the decision unnerved voting officials who already have been warning that they have barely enough time to organize the election before the balloting is scheduled to begin .	the decision unnerved voting officials who already have been warning they have barely enough time to organize the election .
news-C:2746	'' the message is : if an individual is thinking of getting a flu shot , they should n't wait .	'' the message to the public is : if you are thinking of getting a flu shot , do n't wait any longer '' , he said .
news-C:1211	seven of the nine Democratic presidential candidates were also scheduled to address the forum .	seven of nine Democratic candidates for president also said they would participate in the conference Monday .
news-C:1429	under the 1973 Roe vs. Wade ruling , before a fetus could live outside the womb , the abortion decision was left to the woman and her physician .	under the original Roe v. Wade ruling , the abortion decision was left to the woman and her physician before a fetus could live outside the womb .
news-C:631	Mr. Bloomberg later told reporters that the agreement '' will be a compromise , like the real world requires '' .	'' it will be a compromise , like the real world requires '' , he said .
news-C:1554	prosecutors said the investment was a breach of duty and resulted in the pension fund immediately losing $ 1 million .	the indictment says the investment was a breach of fiduciary duties and resulted in the state pension fund immediately losing $ 1 million .
news-C:523	he was sent to Larned State Hospital , where he was evaluated and treated .	he ordered him sent to the Larned State Security Hospital for continued evaluation and treatment .
news-C:429	they passed through the Lemelson Medical , Educational and Research Foundation limited partnership in 2001 to Syndia .	it said the patents were '' allegedly '' assigned to Syndia in 2001 through the Lemelson Medical , Educational and Research Foundation Limited Partnership .
news-C:2128	the intelligence service , headed by Fujimori 's spy chief , Vladimiro Montesinos , was accused of torture , drug trafficking and disappearances .	the head of the intelligence service under Mr. Fujimori , Vladimiro Montesinos , was accused of tortures and disappearances .
news-C:322	consumers who said jobs are difficult to find jumped from 29.4 to 32.6 , while those claiming work was plentiful slipped from 13 to 12.6 .	consumers who said jobs are difficult to find jumped to 32.6 from 29.4 , while those saying work was plentiful slipped to 12.6 from 13 in April .
news-C:2711	Gregory Parseghian , a former investment banker , was appointed chief executive .	Greg Parseghian was appointed the new chief executive .
news-C:852	they used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight .	Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight .
news-C:936	supporters say a city casino will attract tourists and conventioneers who will gamble and spend money in restaurants and stores .	supporters say those people will gamble and have enough money left over to spend in restaurants and stores .
news-C:2035	initial reports indicated the shots had been fired from inside a mosque .	according to Central Command 's initial reports , the attackers fired from a mosque in the city .
news-C:2168	it was the first speech by a US president to a joint session of the Philippines Congress since 1960 .	President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .
news-C:178	Ryan Harvey , an outfielder from Dunedin high school in Florida , was selected with the sixth pick by the Chicago Cubs .	Ryan Harvey , a high school outfielder from Florida , was chosen sixth by the Cubs .
news-C:1268	the findings were reported online in the June 1 edition of scientific journal Nature Medicine .	the findings are published in today 's edition of the journal Nature Medicine .
news-C:2719	analysts attributed the increase in part to negative news from bankrupt competitor WorldCom Inc. WCOEQ.PK and talk that AT&T could be a takeover target .	analysts attributed its rise to negative news from bankrupt competitor WorldCom Inc. WCOEQ.PK and talk that AT&T could be a takeover target , among other factors .
news-C:79	the decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July .	Scotland Yard 's decision to issue new guidance has been prompted by new intelligence passed to Britain by the FBI in late July .
news-C:298	another brother , Ali Imron , was sentenced to life in prison after cooperating with investigators and showing remorse .	another brother , Ali Imron , received a life sentence after he cooperated with the authorities and expressed remorse .
news-C:1347	buyers can purchase a Windows- and Office-loaded desktop for $ 298 , excluding taxes , the report said .	buyers can now choose a Windows- and Office-loaded desktop for 12,390 baht -LRB- US$ 298 -RRB- , excluding taxes , the report said .
news-C:264	Seattle deputy police chief Clark Kimerer said the exercise here went well , with some aspects , including the communication system linking various agencies , working better than expected .	police deputy chief Clark Kimerer said the exercise went well , with some aspects , including the communication system between varying agencies , working better than expected .
news-C:1017	the vast majority of trades will be priced at 20 cents per contract or less depending on participation in incentive schemes '' .	Eurex said '' the vast majority '' of trades on Eurex US would be priced at 20 cents per contract or less depending on '' participation in incentive schemes '' .
news-C:2341	activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries .	instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .
news-C:1489	Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare .	Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare .
news-C:626	American forces here organized the elections , which officials say are important steps toward establishing democracy in Iraq .	U.S. forces organized the elections , which officials said were a step toward establishing democracy in the nation .
news-C:326	'' I think it happened very quickly '' , Houston Police Department homicide investigator Phil Yochum said of the crime .	'' I think it happened very quickly '' , said Investigator Phil Yochum of the Houston Police Department 's homicide division .
news-C:478	'' people who are high in positive emotions sleep better , they have better diets , they exercise more , they have lower levels of these stress hormones '' , Cohen said .	'' happy people sleep better , have better diets , exercise more and have less levels of stress hormones '' , Cohen said .
news-C:1537	Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .	Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .
news-C:1278	'' we did not want to shut down '' , Lawrence Diamond , the CFO , said as O'Donnell lawyer Matthew Fishbein questioned him .	'' we did not want to shut down '' , Diamond testified under questioning by Matthew Fishbein , one of O'Donnell 's lawyers .
news-C:1376	but while the prime minister 's trial judders to a halt , his co-defendants in the same case are not protected .	while he is now spared that threat , his co-defendants in the same case are not protected .
news-C:2099	the court on Monday reversed the decision of that court , the 9th U.S. Circuit Court of Appeals .	the court today reversed the decision of that court , the United States Court of Appeals for the Ninth Circuit .
news-C:1318	'' it 's obvious I 'm not riding as well as years past '' , Armstrong said at a news conference .	'' I think it 's obvious I 'm not riding as well as I have in years past .
news-C:546	the numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .	as stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .
news-C:369	Chirac , who can pardon a law-breaker , refused Humbert 's request last year but kept in close touch with the family .	Chirac , who has the authority to pardon law-breakers , refused Humbert 's request to be allowed to die last year but kept in close touch with the family .
news-C:2619	IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .	InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .
news-C:2141	Congress twice passed partial birth bans , but former President Bill Clinton -LRB- news - web sites -RRB- , citing the need for a health exception , vetoed both measures .	Congress passed the measure twice and President Bill Clinton -lrb- news - web sites -rrb- , citing the lack of a health exception , vetoed it .
news-C:1010	the department also sent water and soil samples to the state health laboratory .	water samples are being sent to the state health department for analysis .
news-C:2672	three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora67 '' , to extend the contest until 6 p.m. EDT Sunday .	three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora[67] '' , to extend the contest until 3 p.m. Arizona time Sunday .
news-C:2291	similar bills passed the House twice but died in the Senate .	two years ago , the House passed a similar version that floundered in the Senate .
news-C:2150	the main change , said Jim Walton , CNN 's president , is a fundamental shift in the way CNN collects its news .	the main change , said CNN president Jim Walton , was a fundamental shift in the way the network collected its news .
news-C:1576	the panel ordered the Commerce Department to issue revised figures for the duties within 60 days .	it called on the Commerce Department to respond within 60 days .
news-C:2493	Mr. Rowland attended a party in South Windsor for the families of Connecticut National Guard soldiers called to active duty .	Rowland was making an appearance at a holiday party for families of Connecticut National Guard soldiers assigned to duty in Iraq and Afghanistan .
news-C:1110	daughter Renee Jackson said she often made '' huge pots of , like , beans and rice with , like , meat and casseroles '' for the whole family .	their biological daughter Renee Jackson , 29 , said she made huge pots of beans and rice , and meat and casseroles .
news-C:1893	United said the new airline will expand next year to 40 Airbus A320 jets , each seating 156 passengers .	United said it the new airline use 40 jets , each seating 156 passengers .
news-C:707	special , sensitive light sensors pick up the telltale glow , he said .	a sensitive light detector then looks for the telltale blue glow .
news-C:1756	'' she was crying and scared '' , said Isa Yasin , the owner of the store .	'' she was crying and she was really scared '' , said Yasin .
news-C:2565	British police claim they have been taking statements from more than 30 of the women .	British military police have also been taking statements from 30 of the women who have made the allegations .
news-C:50	the delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .	bin Laden 's men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .
news-C:1451	in a major setback to consumers , a federal judge granted the government 's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada .	a federal judge Thursday granted a request by the Food and Drug Administration to shut down RX Depot , a popular Internet company that sells cheaper prescription drugs from Canada .
news-C:402	at best , Davydenko 's supporters were naively ignorant of tennis etiquette ; at worst , they cheated - yet went without penality from umpire Lars Graf .	at best , Davydenko 's supporters were naively ignorant to tennis etiquette ; at worst , they cheated -- yet went unpenalised by umpire Lars Graf .
news-C:1772	'' we have found the smoking gun '' , investigating board member Scott Hubbard said .	'' we have found the smoking gun '' , said Hubbard , director of NASA 's Ames Research Center in California .
news-C:1945	the rebels suspended peace talks with the government April 21 citing a lack of progress .	the Liberation Tigers of Tamil Eelam suspended peace talks April 21 citing a lack of progress .
news-C:362	Brian Brabazon said his son would get upset but then turn around and befriend his taunters .	her son would get upset , his mom said , but then turn around and befriend his taunters .
news-C:1315	'' I will pass on to him -LRB- Mr. Cheney -RRB- that Canada still remains a safe , secure and reliable supply of energy '' , Mr. Klein said Sunday .	'' I will pass on to him that Canada still remains a safe , secure and reliable supply of energy '' .
news-C:1729	it is so far out in international water that the finder Odyssey Marine Exploration , of Tampa , Fla. , does not have to share the wealth with any governments .	and because it is so far out in international water , salvage company Odyssey Marine Exploration does n't have to share the wealth with coastal state governments .
news-C:2162	'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said lead director H. Carl McCall in a statement .	'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said Carl McCall , the lead director of the NYSE board .
news-C:1006	he praised the work of the Rhodes Trust , saying that it was a Rhodes scholar at Oxford who first interested him in politics .	Blair praised the work of the Rhodes Trust , saying it was an Australian Rhodes Scholar he met while at Oxford who first interested him in politics .
news-C:2489	some Boston managers are concerned that banning smoking will create safety hazards as groups of smokers huddle outside bars and nightclubs .	some Boston bar managers said they worry that banning smoking will create a hazard as groups of smokers huddle outside on sidewalks and in parking lots to smoke .
news-C:2409	'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , said Carolyn Greene Bennett , Cedar Grove 's town recorder .	'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , Bennett said .
news-C:2540	two officials initially said about 300 workers had been arrested at 61 stores in 21 states .	but the officials later revised the numbers and said about 250 had been arrested at some 60 stores .
news-C:578	those findings , published in today 's Journal of the American Medical Association , are the latest bad news about estrogen-progestin therapy .	the findings , published Tuesday in the Journal of the American Medical Association , were the latest bad news about estrogen-progestin therapy .
news-C:2466	'' we 're optimistic we can deliver the vaccine to these people in time to do good '' , said Dr. David Fleming of the Centers for Disease Control and Prevention .	'' we 're optimistic we can deliver the vaccine to these people in time to do good '' , said Dr. David Fleming , the CDC 's deputy director for Public Health and Science .
news-C:1878	I was surprised it turned out me talking and the president just listening .	'' I was surprised it turned out me talking and the president just listening . . . it was mostly a monologue '' .
news-C:380	like-for-like sales for the 17 weeks to 27 December were flat , while the gross margin fell by 2 percentage points , the company said .	UK retail like-for-like sales for the 17 weeks to December 27 were flat , with gross margin down two percentage points .
news-C:1564	'' this is a cloud hanging over their credibility , their word '' , said Hagel .	'' this is a cloud hanging over their credibility , their word '' , Hagel said on ABC 's '' This Week '' .
news-C:1173	White House officials say Iran has one last chance to comply with IAEA inspection demands .	a White House spokesman added that Iran had '' one last chance '' to comply with its disarmament obligations .
news-C:2317	in Chatsworth , 52km north-west of Los Angeles , residents of multimillion-dollar homes there were being told to begin gathering their belongings .	in Chatsworth , 32 miles northwest of Los Angeles , residents of multimillion-dollar homes there were told to gather their belongings .
news-C:1778	the MDC said a supporter , Tichaona Kaguru , died in hospital on Wednesday after being tortured and assaulted by soldiers putting down the protests .	the MDC said that an opposition supporter , Tichaona Kaguru , died in hospital after being tortured and assaulted by the soldiers putting down the anti-Mugabe protests .
news-C:33	this integrates with Rational PurifyPlus and allows developers to work in supported versions of Java , Visual C# and Visual Basic .NET .	IBM said the Rational products were also integrated with Rational PurifyPlus , which allows developers to work in Java , Visual C# and VisualBasic .NET .
news-C:109	French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-sheikh on Wednesday .	the French foreign minister , Dominique de Villepin , is also expected to attend .
news-C:1379	former chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors .	last week , former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government 's investigation .
news-C:2702	the rioters shot one person in the shoulder and beat and stabbed others , police said .	on Tuesday night rioters shot one person in the shoulder and beat or stabbed others .
news-C:579	experts said the case marks one of the first times in which a parent was charged with contributing to a child 's suicide .	legal experts say the case may mark the first time a parent has been convicted of contributing to a child 's suicide .
news-C:1471	but Mr Robinson urged the voters to be '' kind and sensitive and gentle '' to the believers who '' will not understand what you 've done here today '' .	but he urged the delegates who elected him to be '' kind and sensitive and gentle '' to believers who '' will not understand what you 've done here today '' .
news-C:1290	an attempt last month in the Senate to keep the fund open for another year fell flat .	an attempt to keep the fund open for another year fell flat in the Senate last month .
news-C:1675	he said they should '' not really be patrolling or be around those areas when they ... are conducting their prayers '' .	he said they should '' not really be patrolling or be around those areas when they are in their time of when they 're conducting their prayers '' .
news-C:1484	this is a process and there will be other opportunities for people to participate in the rebuilding of Iraq '' , he told reporters .	this is a process and there will be other opportunities for people to participate in the rebuilding of Iraq '' .
news-C:275	the Infineon case began in August 2000 , when Rambus accused Infineon of patent infringement and Infineon counter-sued Rambus for breach of contract and fraud .	at that time , Rambus accused Infineon of patent infringement and Infineon countersued Rambus for breach of contract and fraud .
news-C:1152	his 1996 Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach , Va. , parking lot .	his sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va.
news-C:737	Hannum was five and a half months pregnant when her mother died .	in her testimony , Kate Hannum said she was 5 1/2 months pregnant when her mother was killed .
news-C:2472	these plans would offer preventive health coverage as well as protection against catastrophic health-care expenses , neither of which is currently available under the government-run program .	the latter would offer preventive health coverage as well as protection against unexpected healthcare expenses , neither of which is currently available under Medicare .
news-C:351	the exam contains four sections and tests a students knowledge of algebra and geometry as well as probability and statistics .	the test , in four sections , includes algebra and geometry , along with some questions on probability and statistics .
news-C:1139	Mr. Stevens has also told his officers that information from British intelligence indicates there are more al Qaeda agents in Britain than previously thought .	Sir John has also told his officers that information from British intelligence indicates there are more al-Qa`eda agents in Britain than previously thought .
news-C:765	the ambassador said it was up to the Americans to press the Iraqis to make the invitation , which he said the United States appears unwilling to do .	the ambassador said it was up to the Americans to press the Iraqi council to make the invitation - a move he said the United States appears unwilling to make .
news-C:2766	Graves reported from Albuquerque , Villafranca from Austin and Ratcliffe from Laredo .	Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque .
news-C:3799	Lee , 33 , told the newspaper that the girl had dragged the food , toys and other things into her mother 's bedroom , where he found her .	Lee , 33 , said the girl had dragged the food , toys and other things into her mother 's bedroom .
news-C:3728	I loved the Brazilian music I played .	'' I 've played Brazilian music , but I 'm not Brazilian .
news-C:3971	Think Dynamics , which is based in Toronto , will become part of IBM 's Software Group .	the 36 employees at Think Dynamics will remain in Toronto and become IBM employees , Crowe said .
news-C:3261	the National Transportation Safety Board has subpoenaed Gansas , arguing his immediate testimony remains critical to its investigation .	the National Transportation Safety Board had subpoenaed him , but he initially ignored the order .
news-C:3747	the agreement between architect Daniel Libeskind and representatives of developer Larry Silverstein gives architect David Childs the lead role in developing the '' Freedom Tower '' .	the collaboration gives architect David Childs , who has done extensive work with Silverstein , the lead role in developing the tower , which is to be the world 's tallest .
news-C:3015	during the same quarter last year , EDS declared a profit of $ 354 million , or 72 cents per share .	EDS reported a first-quarter loss of $ 126 million , or 26 cents per share .
news-C:4065	Mr McDevitt has been granted control of three crucial aspects of policing in the Solomons .	Mr McDevitt has been granted control of three aspects of policing by Commissioner William Morrell .
news-C:3629	police said her two small children were alone in the apartment for up to two days .	police said her two small children were alone there for up to two days as she lay dead .
news-C:2886	likewise , the 30-year bond US30YT=RR slid 23/32 for a yield of 4.34 percent , up from 4.30 percent .	the 30-year bond US30YT=RR lost 16/32 , taking its yield to 4.20 percent from 4.18 percent .
news-C:4011	three Federal Reserve speakers and the Fed 's anecdotal summary of U.S. economic conditions could help firm expectations .	at 1800 GMT , the Federal Reserve issues its beige book summary of U.S. economic conditions .
news-C:4045	in Hong Kong , 24 patients were quarantined Wednesday after seven public hospital workers developed flu-like symptoms .	this after seven health care workers at a public hospital fell ill with flu-like symptoms .
news-C:3316	Davis , who appointed all of the PUC commissioners , called the proposed settlement '' too expensive for the ratepayers .	'' the proposed settlement is too expensive for the ratepayers '' , the governor said in a statement .
news-C:3137	he proposed a system under which it would take fewer and fewer votes to overcome a filibuster .	Frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations .
news-C:3879	Oracle shares fell 27 cents , or 2 percent , to $ 13.09 .	Oracle shares also rose on the news , up 15 cents to $ 13.51 on the Nasdaq .
news-C:4066	in 2002 , Linksys overtook Cisco Systems as the leading wireless equipment vendor , accounting for 14.1 percent of revenue .	Rolfe said Linksys overtook Cisco Systems last year as the leading supplier of WLAN equipment .
news-C:2985	the product also features an updated release of the Apache web server , as well as Apache Tomcat and Apache Axis .	Panther Server also includes an updated release of Apache , along with Apache Tomcat and Apache Axis for creating powerful web services .
news-C:3649	he made the same decree in June 2002 , but that measure was limited to the southern city of Arequipa amid fatal protests against the privatization of two power firms .	that measure was limited to the city of Arequipa amid protests , that killed three people , against the sale of two power firms .
news-C:3371	and it 's going to be a wild ride '' , said Allan Hoffenblum , a Republican consultant .	now the rest is just mechanical '' , said Allan Hoffenblum , a Republican consultant .
news-C:3518	the SIA says the DRAM market is expected to grow 2.9 percent to $ 15.7 billion in 2003 and 43 percent to $ 22.5 billion in 2004 .	the Americas market will decline 2.1 percent to $ 30.6 billion in 2003 , and then grow 15.7 percent to $ 35.4 billion in 2004 .
mtc-trial:666	Japanese Prime Minister Keizo Obuchi expressed support for the air campaign . he also appealed to Baghdad to unconditionally accept U.N. weapons inspections .	Japanese Prime Minister Keizo Obuchi expressed support for the air campaign . he also appealed to Baghdad to unconditionally accept U.N. weapons inspections .
mtc-trial:512	-lrb- AFP Canberra -rrb- yesterday , the Australian defense Minister Muer said that , Australia was granted permission to send an official to East Timor to scout Indonesia 's force movements .	-lrb- Reuters Canberra -rrb- Australia Minister for defense , McLachlan , said yesterday that Australia is preparing to send a military officer to East Timor to monitor Indonesian troops redeployment .
mtc-trial:597	trade to Japan surplus up to US$ 1.7billion .	trade to Japan surplus up to US$ 1.7billion .
mtc-trial:656	further , each army unit should provide a reliable guarantee of security for reform , development and stability . they should actively join in with local economic development , and work hard to promote the collective prosperity of the people .	all military units should guarantee the reform , development and stability of the society while participating in the construction of regional economy and working towards the common prosperity of all nationalities .
mtc-trial:681	-lrb- report from Kuala Lumpur -rrb- Lien Hoe expected that by way of bank loans , it may redeem the currently remaining 65 % or 53,810,000 ringgit of its bonds , before the end of this year .	-lrb- Kuala Lumpur -rrb- Lien Hoe is expected to redeem the rest 65 % of the bonds , whose tatal value is 53,810,000 lingji , at the end of this year by getting the loan finacing from banks .
mtc-trial:644	the Irish Republic Army declares cease-fire	Irish Republican Army announces ceasefire
mtc-trial:588	Senator Lott expects the trial to begin on January 11 and to end in two weeks .	Senator Lott hopes that the trial will start on Jan. 11 and finish within two weeks .
mtc-trial:529	the above was a report from Toronto by VOA special correspondent Yan Ming .	the above is the report by Min Yan from Toronto 's The Voice of America .
mtc-trial:594	in its statement , Korean National Security Planning Bureau said , Kim Fuji of 67 years old and Piao Dongyi -lrb- both names are in transliteration -rrb- of 71 , have returned to Korea through a third country .	the National Security Planning Bureau said in a statement that 67-year-old Kim Fu-ji and 71-year-old Park Dung-yi recently returned home via a third country .
mtc-trial:668	Bowin reported from the site of the destroyed bunker that about 400 civilians lost their lives .	as he had visited the destroyed air-raid shelter to find nearly 400 civilians died .
mtc-trial:561	VOA correspondent Fleikos said in his another report from Buenos Aires that , several American State Department senators brought this dispute to the meeting hall in Buenos Aires on Tuesday .	another report from Buenos Aires sent by Vlekus , a VOA correspondent , said that several American congressmen brought this dispute to the conference hall in Buenos Aires last Tuesday .
mtc-trial:658	the areas of foreign investment are rapidly expanding into the new types of construction materials , cutting-edge technology and intensive processing of construction materials .	foreign investment is quickly developing new forms of building materials , new technology and finely-processed building materials .
mtc-trial:615	it was stated that the two were captured by Chinese soldiers in the southeast area near the border between South and North Korea during the Korean War .	the statement said that both of them were seized during the war by the Chinese soldiers near the border between South Korea and North Korea in the Northeast area .
mtc-trial:548	it was learned that the Wenzhou city government has worked out plans to start an even larger project throughout the city for water conservancy construction in the coming winter and next spring .	it is reported that the Wenzhou city government has drawn up a plan to start a larger scale upsurge in irrigation network construction throughout the city in the winter of this year and the spring of next year .
mtc-trial:642	the international court convicted that Muslim Feralichi of Bosnia need not to be responsible for his troops ' violence committed against the Serb prisoners and criminals of war in the Chelibich POW camp in 1992 .	according to the ruling of the International Tribunal , Bosnian Muslim Firallic was not responsible for the atrocity committed against the Serbian prisoners of war in the Zerabic Camp .
